Id,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,BsmtFullBath,GarageCars,SalePrice
570,5,5,1979,1979,943,943,1,2,135960
571,5,5,1965,1965,1728,1728,0,2,142600
572,6,6,1959,1959,864,864,1,1,120000
573,7,5,2009,2009,846,1692,0,2,224500
574,7,5,2000,2000,384,1430,0,2,170000
575,5,7,1971,2005,372,1109,0,1,139000
576,5,5,1947,1950,832,1216,0,1,118500
577,7,7,1928,1950,861,1477,0,1,145000
578,5,6,1966,1966,1164,1320,1,2,164500
579,7,5,2007,2007,689,1392,0,2,146000
580,5,5,1954,1954,1050,1795,0,1,131500
581,6,6,1960,1987,1144,1429,0,2,181900
582,8,5,2008,2009,2042,2042,0,3,253293
583,6,5,1990,1990,816,816,1,0,118500
584,10,9,1893,2000,1237,2775,0,2,325000
585,4,7,1935,1995,884,1573,0,1,133000
586,8,5,2005,2006,1868,2028,1,3,369900
587,6,7,1918,2000,816,838,1,1,130000
588,5,6,1982,1982,840,860,1,2,137000
589,5,8,1968,2003,1437,1473,2,1,143000
590,5,6,1930,1960,742,935,0,1,79500
591,7,5,2004,2004,770,1582,0,2,185900
592,10,5,2008,2008,1722,2296,1,3,451950
593,5,8,1982,2003,816,816,1,2,138000
594,6,5,2003,2003,848,848,1,2,140000
595,5,6,1975,1975,924,924,0,1,110000
596,8,5,2005,2006,1814,1826,1,3,319000
597,6,7,1910,1993,684,1368,0,1,114504
598,7,5,2006,2007,1258,1402,0,3,194201
599,5,6,1977,1977,1430,1647,1,2,217500
600,6,6,1980,1980,716,1556,1,2,151000
601,8,5,2005,2005,1058,1904,1,2,275000
602,6,6,1937,1950,780,1375,0,1,141000
603,8,5,1992,1992,908,1915,1,2,220000
604,7,5,2004,2005,600,1200,0,2,151000
605,7,5,2002,2002,1494,1494,1,2,221000
606,7,6,1965,1990,768,1986,0,2,205000
607,5,5,1996,1996,1040,1040,1,2,152000
608,5,8,1948,2002,896,2008,1,1,225000
609,8,6,1934,1998,965,3194,0,2,359100
610,4,5,1961,1961,1029,1029,1,1,118500
611,9,5,2000,2000,1440,2153,1,3,313000
612,6,6,1978,1978,1032,1032,0,2,148000
613,8,5,2001,2001,1299,1872,1,2,261500
614,5,5,2007,2007,1120,1120,0,0,147000
615,4,6,1972,1972,630,630,1,0,75500
616,6,7,1963,1963,936,1054,1,2,137500
617,6,5,2002,2003,783,1509,1,2,183200
618,6,6,1954,1954,832,832,0,2,105500
619,9,5,2007,2007,1822,1828,0,3,314813
620,8,5,2003,2003,1482,2262,1,3,305000
621,3,3,1914,1950,864,864,1,0,67000
622,6,7,1974,1997,1522,2614,0,2,240000
623,5,6,1977,1977,980,980,0,2,135000
624,6,5,2000,2000,756,1512,0,2,168500
625,6,5,1972,1972,732,1790,1,2,165150
626,6,6,1962,1962,1116,1116,0,2,160000
627,5,5,1960,1978,978,1422,0,1,139900
628,6,6,1955,1972,1156,1520,1,1,153000
629,5,5,1969,1969,1040,2080,0,2,135000
630,6,5,1964,1964,1248,1350,1,2,168500
631,5,6,1880,1991,636,1750,0,1,124000
632,8,5,2006,2006,1554,1554,0,2,209500
633,7,5,1977,1977,1386,1411,0,2,82500
634,5,7,1954,2005,1056,1056,0,1,139400
635,6,5,1980,1980,1056,1056,2,2,144000
636,6,7,1914,1995,1440,3395,0,0,200000
637,2,3,1936,1950,264,800,0,0,60000
638,5,4,1954,1954,811,1387,0,1,93000
639,5,7,1910,1950,796,796,0,0,85000
640,8,5,2006,2006,1520,1567,1,3,264561
641,8,5,2003,2004,1518,1518,0,2,274000
642,7,5,2001,2001,1057,1929,1,2,226000
643,8,7,1972,1995,1952,2704,1,2,345000
644,5,5,1969,1969,780,1620,0,2,152000
645,9,5,2009,2009,1766,1766,1,3,370878
646,6,5,1971,1971,981,981,1,2,143250
647,5,5,1950,1950,0,1048,0,2,98300
648,6,5,1953,1953,1094,1094,0,2,155000
649,6,5,1966,1966,756,1839,0,2,155000
650,4,6,1970,1970,630,630,1,0,84500
651,7,6,2007,2007,813,1665,0,2,205950
652,4,5,1940,1950,755,1510,1,1,108000
653,7,5,1996,1996,880,1716,0,2,191000
654,6,7,1906,1995,756,1469,0,1,135000
655,8,6,1995,1995,2109,2113,1,3,350000
656,6,5,1971,1971,525,1092,0,1,88000
657,5,7,1959,2006,1053,1053,1,1,145500
658,7,6,1931,2000,776,1502,0,1,149000
659,6,5,1948,1950,912,1458,0,1,97500
660,5,7,1964,1999,1486,1486,1,2,167000
661,7,7,1976,1976,793,1935,0,2,197900
662,8,7,1994,2005,1629,2448,1,3,402000
663,6,3,1968,1968,1392,1392,1,2,110000
664,4,5,1972,1972,1138,1181,1,2,137500
665,8,5,2005,2006,2077,2097,1,3,423000
666,8,5,2000,2000,1406,1936,0,2,230500
667,6,5,1965,1979,1021,2380,0,2,129000
668,6,5,1994,1998,1408,1679,1,2,193500
669,5,6,1956,1987,1188,1437,1,2,168000
670,4,5,1922,1950,700,1180,0,1,137500
671,6,5,2005,2005,738,1476,1,2,173500
672,6,6,1925,1950,672,1369,1,1,103600
673,6,6,1977,1977,1208,1208,1,2,165000
674,6,7,1957,2004,1477,1839,1,2,257500
675,6,6,1965,1965,1136,1136,1,1,140000
676,6,6,1978,1978,855,1441,0,2,148500
677,4,2,1900,1950,1095,1774,1,3,87000
678,5,8,1924,2006,768,792,0,1,109500
679,8,5,2008,2008,2046,2046,0,3,372500
680,5,5,1961,1961,988,988,1,2,128500
681,6,5,1980,1980,923,923,0,1,143000
682,5,5,1932,2000,793,1520,0,1,159434
683,6,5,1996,1997,1291,1291,1,2,173000
684,9,5,2002,2002,1626,1668,1,3,285000
685,7,5,1998,1998,1195,1839,0,2,221000
686,7,5,1984,1984,1190,2090,1,2,207500
687,7,6,2007,2007,874,1761,0,2,227875
688,7,5,2004,2004,551,1102,0,2,148800
689,8,6,2007,2007,1419,1419,1,2,392000
690,6,5,2005,2006,1362,1362,0,2,194700
691,6,5,2004,2004,848,848,1,2,141000
692,10,6,1994,1995,2444,4316,0,3,755000
693,7,5,1989,1990,1210,2519,1,2,335000
694,5,6,1921,1968,1073,1073,0,1,108480
695,5,6,1936,1950,927,1539,0,2,141500
696,6,6,1987,1987,1112,1137,1,2,176000
697,5,7,1921,1950,616,616,0,1,89000
698,5,7,1952,1952,980,1148,0,1,123500
699,5,8,1965,2009,894,894,1,1,138500
700,7,5,2004,2004,1391,1391,0,2,196000
701,8,5,2002,2002,1800,1800,1,3,312500
702,7,5,1969,1969,1164,1164,0,2,140000
703,8,5,2006,2006,1234,2576,0,3,361919
704,5,9,1900,1996,360,1812,0,2,140000
705,7,5,2004,2005,1473,1484,1,2,213000
706,4,5,1930,1950,0,1092,0,0,55000
707,7,5,1971,2002,1643,1824,1,2,302000
708,8,5,2006,2006,1324,1324,1,2,254000
709,7,5,2007,2007,728,1456,0,2,179540
710,5,7,1966,1966,876,904,0,1,109900
711,3,6,1935,2003,270,729,0,0,52000
712,4,7,1900,1950,859,1178,0,1,102776
713,8,5,1988,1989,1228,1228,1,2,189000
714,4,5,1970,1970,960,960,1,2,129000
715,6,8,1976,2005,725,1479,0,2,130500
716,6,5,1974,1974,1064,1350,0,2,165000
717,7,8,1890,1998,718,2554,0,2,159500
718,5,6,1973,2000,1176,1178,0,2,157000
719,7,5,1993,1994,1311,2418,1,3,341000
720,5,6,1969,1969,971,971,0,1,128500
721,8,5,1985,1985,1742,1742,1,2,275000
722,6,5,2004,2004,848,848,1,2,143000
723,4,7,1970,1970,864,864,0,2,124500
724,4,6,1954,1972,941,1470,0,1,135000
725,9,5,2007,2008,1698,1698,1,3,320000
726,4,6,1970,1970,864,864,0,2,120500
727,6,9,1988,2007,880,1680,1,2,222000
728,7,5,2007,2007,1232,1232,1,2,194500
729,5,5,1958,1958,1584,1776,1,3,110000
730,4,5,1925,1950,780,1208,0,2,103000
731,8,5,1995,1996,1595,1616,1,2,236500
732,7,5,2003,2003,868,1146,1,2,187500
733,7,5,1998,1999,1153,2031,0,2,222500
734,5,6,1961,1983,864,1144,1,1,131400
735,5,5,1968,1968,948,948,0,1,108000
736,7,7,1914,1970,880,1768,0,2,163000
737,3,4,1950,1950,0,1040,0,2,93500
738,8,5,2005,2005,893,1801,0,3,239900
739,5,5,1987,1988,1200,1200,3,0,179000
740,7,5,2004,2004,864,1728,0,2,190000
741,5,7,1910,2002,264,1432,0,2,132000
742,6,8,1961,1996,912,912,1,1,142000
743,7,5,2000,2001,1349,1349,0,2,179000
744,5,6,1963,1999,520,1464,0,2,175000
745,8,5,1993,1993,1337,1337,1,2,180000
746,8,9,1976,1996,1142,2715,0,2,299800
747,7,5,2000,2000,952,2256,0,2,236000
748,7,7,1880,2003,1240,2640,0,4,265979
749,7,5,1996,1996,1720,1720,1,2,260400
750,4,3,1945,1950,0,1529,0,1,98000
751,4,7,1910,2004,576,1140,0,0,96500
752,7,5,2003,2003,660,1320,0,2,162000
753,6,5,1997,1997,1479,1494,1,2,217000
754,8,5,2005,2005,1030,2098,0,3,275500
755,6,8,1969,2005,1026,1026,1,2,156000
756,6,5,1999,1999,729,1471,0,2,172500
757,8,5,2007,2007,866,1768,0,2,212000
758,6,5,1978,1978,672,1386,0,2,158900
759,7,5,1999,1999,744,1501,0,2,179400
760,8,5,1995,1995,1318,2531,0,3,290000
761,6,6,1959,1959,864,864,0,1,127500
762,5,5,1924,1950,1145,1301,0,2,100000
763,7,5,2009,2009,756,1547,0,2,215200
764,8,5,1999,1999,1252,2365,1,3,337000
765,8,5,1995,1996,1494,1494,1,2,270000
766,9,5,2008,2008,1498,1506,0,2,264132
767,7,5,1988,1988,980,1714,0,2,196500
768,6,7,1940,1985,983,1750,1,1,160000
769,7,5,2004,2005,1860,1836,0,2,216837
770,8,5,2003,2003,1650,3279,1,3,538000
771,5,5,1982,1982,858,858,1,2,134900
772,4,5,1951,1951,836,1220,0,2,102000
773,6,5,1976,1976,1029,1117,1,2,107000
774,5,5,1958,1958,912,912,0,1,114500
775,8,5,2006,2006,1935,1973,0,3,395000
776,6,5,1998,1998,1204,1204,1,2,162000
777,7,5,2005,2006,1614,1614,0,3,221500
778,5,5,1974,1974,864,894,1,2,142500
779,5,5,1977,1977,0,2020,0,2,144000
780,6,5,1977,1977,975,1004,1,2,135000
781,7,5,1995,1996,1237,1253,0,2,176000
782,6,5,1992,1992,761,1603,0,2,175900
783,7,5,2001,2002,1413,1430,0,2,187100
784,5,6,1978,1978,1097,1110,1,2,165500
785,6,6,1914,2001,742,1484,0,0,128000
786,6,5,1967,1967,1372,1342,0,2,161500
787,5,6,1915,1950,686,1652,1,1,139000
788,7,5,2004,2004,956,2084,1,2,233000
789,4,7,1954,2000,901,901,0,1,107900
790,6,8,1966,2007,832,2087,0,2,187500
791,7,5,2005,2006,1145,1145,0,2,160200
792,6,5,1976,1976,1029,1062,1,2,146800
793,7,5,1996,1997,1117,2013,1,2,269790
794,8,5,2007,2007,1496,1496,0,2,225000
795,7,5,1994,1996,712,1895,0,2,194500
796,6,6,1980,1981,650,1564,0,2,171000
797,6,5,1977,1977,660,1285,0,2,143500
798,5,5,1953,1953,773,773,0,1,110000
799,9,5,2008,2009,1926,3140,0,3,485000
800,5,7,1937,1950,731,1768,1,1,175000
801,6,5,1997,1997,616,1688,1,2,200000
802,4,7,1916,1990,1196,1196,1,2,109900
803,7,5,2005,2005,728,1456,1,2,189000
804,9,5,2008,2009,1734,2822,0,3,582933
805,5,5,1954,1954,936,1128,0,1,118000
806,7,5,2008,2008,1417,1428,0,2,227680
807,5,5,1967,1967,980,980,0,1,135500
808,5,6,1923,2004,1324,1576,2,2,223500
809,5,5,1966,1966,1024,1086,1,2,159950
810,5,5,1898,1965,849,2138,0,2,106000
811,6,6,1974,1999,1040,1309,1,2,181000
812,6,5,2004,2004,848,848,1,2,144500
813,5,5,1952,1952,540,1044,0,2,55993
814,6,6,1958,1958,1442,1442,0,1,157900
815,5,7,1918,1950,686,1250,0,1,116000
816,7,5,1998,1998,1649,1661,0,2,224900
817,5,6,1954,1954,1008,1008,0,1,137000
818,8,5,2002,2002,1568,1689,1,3,271000
819,6,7,1971,1971,1010,1052,1,2,155000
820,7,5,2009,2010,1358,1358,1,2,224000
821,7,5,2003,2003,798,1640,0,2,183000
822,4,4,1953,1953,936,936,0,2,93000
823,7,5,2003,2003,847,1733,0,2,225000
824,6,7,1940,1950,778,1489,0,1,139500
825,8,5,2006,2006,1489,1489,0,2,232600
826,10,5,2007,2008,2078,2084,1,3,385000
827,5,6,1924,1950,784,784,1,0,109500
828,7,5,2001,2001,1454,1434,0,2,189000
829,5,5,1967,1967,1013,2126,0,2,185000
830,7,5,2005,2005,600,1223,0,2,147400
831,6,5,1957,1957,1392,1392,1,2,166000
832,7,5,2005,2005,600,1200,0,2,151000
833,7,6,2003,2003,941,1829,1,2,237000
834,6,6,1964,1964,1516,1516,0,2,167000
835,5,6,1961,1961,1144,1144,1,2,139950
836,4,7,1950,1995,1067,1067,0,2,128000
837,5,6,1948,1973,1559,1559,1,2,153500
838,6,5,1973,1973,483,987,1,1,100000
839,5,6,1995,2006,1099,1099,0,1,144000
840,5,6,1946,1995,768,1200,0,1,130500
841,6,8,1925,1950,672,1482,0,1,140000
842,5,8,1904,2002,650,1539,0,2,157500
843,6,7,1966,1966,1127,1165,1,2,174900
844,5,4,1961,1961,1800,1800,0,0,141000
845,5,8,1915,1950,876,1416,0,3,153900
846,5,5,1975,1981,1390,1701,1,2,171000
847,7,5,1993,1993,740,1775,1,2,213000
848,5,6,1972,1972,864,864,1,1,133500
849,6,8,1908,1997,907,2358,0,2,240000
850,6,7,1976,1994,528,1855,0,2,187000
851,6,5,2003,2003,848,848,1,2,131500
852,8,5,2003,2003,1273,1456,0,2,215000
853,7,5,1941,1950,918,1646,0,1,164000
854,6,6,1964,1964,1127,1445,0,2,158000
855,5,4,1955,1974,1763,1779,1,2,170000
856,5,8,1962,2010,1040,1040,1,1,127000
857,6,6,1978,1978,940,1026,1,2,147000
858,6,5,1994,1995,702,1481,0,2,174000
859,7,5,1976,1976,1090,1370,0,2,152000
860,6,7,1968,1984,1054,2654,1,2,250000
861,7,8,1918,1998,912,1426,0,1,189950
862,5,4,1965,1965,1039,1039,1,2,131500
863,6,5,1984,1985,1040,1097,0,2,152000
864,5,5,1959,1959,1148,1148,1,1,132500
865,7,5,2007,2008,1372,1372,0,2,250580
866,5,6,1970,1970,1002,1002,1,2,148500
867,8,5,2006,2007,1638,1646,0,3,248900
868,4,5,1961,1961,1040,1120,1,2,129000
869,5,6,1948,1950,0,2320,0,2,169000
870,7,5,1993,1994,1050,1949,1,2,236000
871,5,5,1962,1962,894,894,0,1,109500
872,6,5,1998,1998,804,1682,0,2,200500
873,5,7,1953,1996,105,910,0,2,116000
874,5,7,1949,1950,832,1268,0,1,133000
875,5,6,1941,1950,676,1131,0,1,66500
876,8,5,2007,2007,1184,2610,0,2,303477
877,4,5,1963,1963,1064,1040,1,2,132250
878,9,5,2004,2005,1462,2224,1,3,350000
879,5,7,1961,1995,1109,1155,1,2,148000
880,5,8,1978,2005,864,864,1,1,136500
881,5,5,2005,2006,1090,1090,1,2,157000
882,7,5,1990,1991,1156,1717,0,2,187500
883,6,5,1992,1993,808,1593,0,2,178000
884,4,5,1912,1950,795,2230,1,1,118500
885,5,5,1967,1967,892,892,0,1,100000
886,9,5,1999,2000,1698,1709,1,2,328900
887,5,5,1959,2005,1626,1712,0,2,145000
888,5,7,1955,1955,816,1393,0,1,135500
889,8,6,1970,1970,2217,2217,1,2,268000
890,6,4,1953,1953,1505,1505,1,2,149500
891,5,7,1949,2006,672,924,0,2,122900
892,6,5,1978,1978,918,1683,0,2,172500
893,6,8,1963,2003,1059,1068,0,1,154500
894,5,5,1954,1954,1383,1383,1,1,165000
895,5,5,1979,1979,0,1535,0,2,118858
896,6,5,1963,1963,780,1796,1,2,140000
897,4,6,1936,1950,951,951,0,1,106500
898,5,5,1979,1979,0,2240,0,2,142953
899,9,5,2009,2010,2330,2364,1,3,611657
900,5,7,1961,1994,912,1236,0,1,135000
901,4,6,1971,1971,858,858,0,1,110000
902,5,7,1957,2000,992,1306,1,1,153000
903,7,5,2003,2003,783,1509,0,2,180000
904,7,5,2006,2006,1670,1670,0,3,240000
905,5,6,1967,1967,876,902,0,1,125500
906,5,5,1954,1954,1056,1063,1,1,128000
907,8,5,2006,2006,1623,1636,1,3,255000
908,7,7,1936,1987,1017,2057,0,1,250000
909,5,5,1983,1983,864,902,1,2,131000
910,6,5,2005,2005,742,1484,0,2,174000
911,5,5,1960,1960,1105,2274,0,2,154300
912,5,7,1977,1989,1268,1268,0,1,143500
913,5,7,1925,1950,768,1015,0,1,88000
914,5,6,1949,1950,1001,2002,0,3,145000
915,6,5,2009,2009,612,1224,0,2,173733
916,4,5,1970,1970,546,1092,0,1,75000
917,2,3,1949,1950,480,480,1,1,35311
918,4,6,1956,1956,1134,1229,0,1,135000
919,7,5,1991,1991,1104,2127,1,3,238000
920,6,8,1958,2002,1184,1414,1,2,176500
921,6,5,1994,1994,928,1721,0,2,201000
922,5,7,1900,2003,1272,2200,2,0,145900
923,6,5,2005,2006,1316,1316,0,2,169990
924,6,5,1993,1994,1604,1617,1,2,193000
925,6,6,1980,1980,1686,1686,1,2,207500
926,5,6,1977,1977,1126,1126,0,2,175000
927,8,5,2003,2004,1181,2374,0,3,285000
928,7,5,1968,1968,832,1978,0,2,176000
929,8,5,2001,2001,1753,1788,0,2,236500
930,7,5,1997,1997,964,2236,0,2,222000
931,8,5,2007,2007,1466,1466,0,3,201000
932,5,6,1965,1965,925,925,0,1,117500
933,9,5,2006,2006,1905,1905,0,3,320000
934,7,5,2004,2004,1500,1500,0,2,190000
935,7,7,1960,2007,585,2069,1,2,242000
936,4,5,1926,1953,600,747,0,2,79900
937,7,5,2003,2003,1176,1200,1,2,184900
938,7,5,2005,2005,1113,1971,0,2,253000
939,7,5,2006,2006,1391,1962,0,3,239799
940,7,7,1940,1950,1032,2403,0,1,244400
941,6,5,1976,1976,1728,1728,0,2,150900
942,7,5,1999,1999,992,2060,1,2,214000
943,4,3,1977,1977,1440,1440,2,0,150000
944,5,4,1967,1967,1632,1632,0,2,143000
945,6,6,1958,1958,819,1344,0,2,137500
946,5,6,1890,1996,1088,1869,0,2,124900
947,5,6,1959,1959,1144,1144,1,1,143000
948,8,5,2002,2003,1616,1629,1,3,270000
949,7,5,2002,2002,936,1776,0,2,192500
950,6,7,1972,2006,1161,1381,1,2,197500
951,5,8,1950,2002,864,864,1,2,129000
952,5,5,1965,1965,828,965,1,1,119900
953,5,8,1972,2003,768,768,0,1,133900
954,5,4,1969,1969,784,1968,0,2,172000
955,6,5,1975,1975,945,980,0,0,127500
956,6,6,1946,1950,979,1958,0,2,145000
957,6,6,1980,1980,561,1229,0,2,124000
958,5,5,1962,1962,1057,1057,0,2,132000
959,7,5,2003,2003,1337,1337,1,2,185000
960,7,5,1999,1999,696,1416,1,2,155000
961,5,7,1958,2008,858,858,1,0,116500
962,6,7,1977,1995,1330,2872,1,2,272000
963,6,6,1976,1976,804,1548,1,2,155000
964,9,5,2007,2007,1800,1800,0,2,239000
965,7,5,2002,2003,817,1894,1,2,214900
966,6,5,2005,2007,783,1484,0,2,178900
967,5,7,1940,1950,728,1308,1,1,160000
968,5,7,1955,1955,1098,1098,1,1,135000
969,3,6,1910,1950,600,968,0,0,37900
970,6,5,1958,1958,588,1095,1,1,140000
971,4,4,1949,1950,720,1192,0,0,135000
972,7,5,2003,2004,764,1626,0,2,173000
973,6,5,1979,1979,918,918,0,1,99500
974,7,5,2007,2008,1428,1428,0,2,182000
975,7,8,1910,1993,728,2019,0,2,167500
976,7,5,2000,2000,673,1382,1,2,165000
977,4,7,1923,1958,440,869,0,0,85500
978,7,5,2006,2007,1241,1241,1,2,199900
979,4,5,1954,1954,894,894,0,2,110000
980,5,6,1963,1963,1121,1121,1,2,139000
981,7,9,1961,2007,944,999,1,2,178400
982,8,5,1998,1999,1225,2612,1,3,336000
983,7,5,2007,2007,1266,1266,0,2,159895
984,8,5,2002,2002,1128,2290,0,2,255900
985,5,5,1977,1977,0,1734,0,2,126000
986,5,5,1950,1950,1164,1164,1,1,125000
987,6,8,1910,2003,485,1635,0,1,117000
988,9,5,2009,2010,1930,1940,1,3,395192
989,6,6,1976,1976,848,2030,0,2,195000
990,7,5,2006,2006,770,1576,0,2,197000
991,8,5,1997,1998,1396,2392,1,3,348000
992,8,9,1882,1986,916,1742,0,2,168000
993,6,8,1964,1993,822,1851,0,2,187000
994,6,5,2005,2006,750,1500,0,2,173900
995,10,5,2006,2007,1700,1718,1,3,337500
996,4,7,1946,1950,747,1230,1,1,121600
997,5,6,1961,1961,1050,1050,1,1,136500
998,6,6,1970,1970,1442,1442,0,2,185000
999,3,4,1922,1950,1007,1077,0,1,91000
1000,7,5,2006,2006,1187,1208,1,2,206000
1001,3,3,1952,1952,0,944,0,2,82000
1002,5,6,1920,1950,691,691,0,1,86000
1003,8,5,2006,2006,1574,1574,0,3,232000
1004,5,6,1976,1976,1680,1680,0,2,136905
1005,7,5,2005,2006,1346,1504,0,2,181000
1006,5,8,1977,1977,985,985,0,1,149900
1007,6,3,1970,1970,1657,1657,0,2,163500
1008,4,4,1970,1970,546,1092,0,1,88000
1009,7,5,2004,2005,1710,1710,0,2,240000
1010,5,5,1926,1950,1008,1522,0,0,102000
1011,5,5,1948,1950,720,1271,0,1,135000
1012,5,5,1965,1965,0,1664,0,0,100000
1013,6,7,1923,1996,602,1502,0,1,165000
1014,5,4,1910,2006,1022,1022,1,1,85000
1015,6,5,1948,1950,1082,1082,0,1,119200
1016,8,6,2001,2001,810,1665,1,2,227000
1017,7,5,1996,1996,1504,1504,1,2,203000
1018,8,5,1984,1984,1220,1360,1,2,187500
1019,7,5,1991,1992,384,1472,0,2,160000
1020,7,5,2005,2005,1362,1506,0,2,213490
1021,4,5,2005,2005,1132,1132,1,2,176000
1022,7,5,2006,2006,1199,1220,1,2,194000
1023,5,5,1930,1950,912,1248,0,1,87000
1024,7,5,2005,2006,1346,1504,0,2,191000
1025,8,6,1976,1976,1565,2898,1,2,287000
1026,5,5,1972,1972,882,882,1,2,112500
1027,5,5,1960,1960,1268,1264,1,2,167500
1028,8,5,2007,2008,1638,1646,1,3,293077
1029,5,5,1941,1950,768,1376,1,1,105000
1030,6,7,1972,1972,672,1218,0,1,118000
1031,5,8,1916,1995,686,1928,0,0,160000
1032,7,3,1920,1970,824,3082,1,2,197000
1033,8,7,1993,1993,1338,2520,1,3,310000
1034,7,5,2002,2002,1654,1654,1,3,230000
1035,5,7,1938,1950,920,954,0,1,119750
1036,4,3,1957,1957,0,845,0,1,84000
1037,9,5,2007,2008,1620,1620,1,3,315500
1038,8,5,2001,2002,1055,2263,0,2,287000
1039,4,6,1970,2008,546,1344,0,0,97000
1040,4,4,1970,1970,630,630,1,1,80000
1041,5,4,1957,2000,1134,1803,1,2,155000
1042,6,8,1966,2000,800,1632,0,2,173000
1043,6,5,2005,2005,1306,1306,1,2,196000
1044,7,5,1990,1990,1475,2329,1,2,262280
1045,8,5,1981,1981,2524,2524,1,2,278000
1046,3,5,1955,1955,0,1733,0,2,139600
1047,9,5,2005,2006,1992,2868,0,3,556581
1048,5,5,1994,1995,990,990,0,2,145000
1049,5,4,1960,2006,0,1771,0,2,115000
1050,4,7,1946,2006,0,930,0,1,84900
1051,7,5,2007,2007,1302,1302,0,2,176485
1052,7,5,2007,2007,1316,1316,0,2,200141
1053,6,6,1964,1978,816,1977,0,2,165000
1054,5,6,1957,2002,1216,1526,0,1,144500
1055,8,5,2002,2002,1065,1989,1,2,255000
1056,6,5,1976,1976,1193,1523,0,2,180000
1057,7,5,2005,2005,1364,1364,1,2,185850
1058,7,6,1994,1994,973,1850,0,2,248000
1059,9,5,2008,2008,1104,2184,1,3,335000
1060,6,7,1932,1950,854,1991,0,2,220000
1061,8,5,2001,2001,1338,1338,1,2,213500
1062,3,4,1935,1950,894,894,0,3,81000
1063,5,5,1900,1950,662,2337,0,2,90000
1064,6,6,1925,1980,1103,1103,0,2,110500
1065,5,6,1966,1966,1154,1154,0,2,154000
1066,7,5,1996,1997,1306,2260,1,2,328000
1067,6,7,1993,1994,799,1571,0,2,178000
1068,6,6,1964,1964,780,1611,1,2,167900
1069,6,4,1973,1973,942,2521,1,2,151400
1070,5,7,1949,2003,845,893,0,2,135000
1071,5,5,1956,1956,1048,1048,1,1,135000
1072,6,6,1968,1968,727,1556,0,2,154000
1073,5,3,1948,1950,810,1456,1,1,91500
1074,6,6,1977,1977,690,1426,0,2,159500
1075,7,5,2006,2006,1240,1240,0,3,194000
1076,7,6,1940,1984,800,1740,0,1,219500
1077,5,8,1936,1989,796,1466,0,2,170000
1078,5,5,1969,1969,1096,1096,1,1,138800
1079,6,5,2004,2004,848,848,1,2,155900
1080,5,5,1994,1994,990,990,0,1,126000
1081,6,7,1971,2004,1258,1258,0,2,145000
1082,5,5,1963,1963,1040,1040,1,1,133000
1083,7,5,2002,2002,1459,1459,0,2,192000
1084,6,6,1964,1964,1251,1251,1,1,160000
1085,6,5,1995,1996,691,1498,0,2,187500
1086,6,6,1992,1992,936,996,1,2,147000
1087,4,5,1973,1973,546,1092,0,1,83500
1088,8,5,2005,2006,1082,1953,0,3,252000
1089,7,5,2004,2004,970,1709,0,2,137500
1090,8,5,2005,2005,1247,1247,1,2,197000
1091,3,4,1950,1950,0,1040,0,2,92900
1092,7,5,1999,2000,600,1252,1,2,160000
1093,6,5,1925,1950,1181,1694,0,2,136500
1094,5,8,1965,1998,864,1200,1,2,146000
1095,5,7,1956,2000,936,936,1,1,129000
1096,6,5,2006,2006,1314,1314,0,2,176432
1097,6,7,1914,2006,684,1355,0,0,127000
1098,8,5,1986,1986,1074,1088,0,2,170000
1099,4,6,1936,1950,672,1324,0,1,128000
1100,7,5,1978,1978,1271,1601,0,2,157000
1101,2,5,1920,1950,290,438,0,1,60000
1102,5,5,1971,1971,950,950,0,1,119500
1103,5,7,1960,2002,1010,1134,0,1,135000
1104,6,6,1959,1959,655,1194,0,2,159500
1105,5,5,1970,1970,630,1302,0,2,106000
1106,8,5,1994,1995,1463,2622,1,2,325000
1107,7,5,1990,1991,910,1442,1,2,179900
1108,7,5,2006,2006,868,2021,0,2,274725
1109,6,5,2000,2000,924,1690,0,2,181000
1110,8,5,2004,2005,1836,1836,1,3,280000
1111,6,5,1995,1996,773,1658,1,2,188000
1112,7,6,1976,1976,803,1964,0,2,205000
1113,5,7,1957,1957,816,816,1,1,129900
1114,5,7,1953,2006,1008,1008,1,1,134500
1115,5,7,1954,2000,833,833,0,1,117000
1116,8,5,2007,2007,1734,1734,1,3,318000
1117,8,5,2002,2002,408,1419,1,2,184100
1118,5,7,1967,2003,894,894,1,2,130000
1119,5,6,1958,1987,533,1601,0,1,140000
1120,5,5,1959,1959,1040,1040,0,1,133700
1121,6,5,1920,1950,1012,1012,0,1,118400
1122,7,5,2005,2006,1552,1552,0,3,212900
1123,4,3,1956,1956,672,960,0,1,112000
1124,5,9,1947,2008,698,698,0,0,118000
1125,7,5,1992,1992,384,1482,0,2,163900
1126,4,5,1955,1955,1005,1005,0,2,115000
1127,7,5,2007,2007,1373,1555,0,3,174000
1128,7,5,2004,2004,1530,1530,1,3,259000
1129,7,5,2004,2005,847,1959,0,2,215000
1130,5,5,1980,1980,936,936,1,2,140000
1131,4,3,1928,1950,1122,1981,1,2,135000
1132,5,5,1991,1992,974,974,0,0,93500
1133,6,4,1880,1950,1008,2210,0,1,117500
1134,8,5,1995,1995,1128,2020,0,2,239500
1135,6,5,1997,1997,916,1600,0,2,169000
1136,6,5,1926,1950,960,986,0,1,102000
